TA801,457
RM801,266
M1801,264
Y1801,219
MA801,202
MA709,199
CS1801,165
A1801,143
P1801,127
C1801,116
RB1801,110
SM709,109
OI801,107
BU1712,100
FG801,93
CF801,83
RM709,72
I1801,63
L1801,51
TA709,51
RU1801,51
FG709,50
RB1710,48
CS1709,46
SM801,42
JD1709,36
V1801,34
PP1801,32
C1709,32
M1709,31
ZN1709,29
JD1801,28
A1709,25
NI1801,25
JM1801,23
SR801,18
ZN1710,16
L1709,13
RU1709,13
BU1709,10
PP1709,8
P1709,7
CU1711,5
ZN1712,5
CU1710,4
BU1801,4
V1709,4
AL1710,2
